Progress,Duration,D1,D2,D2_1,D3,D3_1,D4,D4_1,D5_1,D6,D7,D8,HighSES_1,HighSES_2,HighSES_3,HighSES_4,ATT_1,LowSES_1,LowSES_2,LowSES_3,LowSES_4,ATT_2,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,ATT_3,WG_1,WG_2,WG_3,WG_4,WG_5,ATT_4,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,ATT_5,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,ATT_6,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,ATT_7,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,ATT_8,Condition
100,389,22,1,,1,,12,,6,12,6,2,,,,,,Professional Athletes and their families,Owners of large corporations,Top-level Actors and Actresses,4,1,4,2,4,4,2,7,1,4,4,4,4,2,3,6,4,4,4,4,4,93,96,43,70,59,36,72,50,50,,7,1,7,1,4,4,4,4,4,4,4,4,4,1,6,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,LowSESManipulation
100,340,20,2,,1,,12,,7,12,5,5,,,,,,Business people,celebrities ,government officials ,7,1,6,6,6,2,6,7,1,2,2,2,6,2,1,6,2,1,1,1,4,91,91,92,92,93,93,93,93,93,3,7,1,7,1,7,1,4,4,6,1,1,1,1,1,7,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,565,19,1,,1,,8,,4,12,5,4,Drug addicts,Homeless,Welfare ,4,1,,,,,,6,6,5,3,4,7,5,6,1,5,6,2,1,7,1,1,1,1,4,90,76,83,74,86,85,82,86,84,3,7,2,6,2,4,5,2,4,4,4,4,4,4,3,3,4,3,1,1,1,1,2,7,7,6,1,7,1,1,7,7,7,7,5,HighSESManipulation
100,1586,20,2,,1,,6,,2,9,5,5,,,,,,Bill Gates,Kylie Jenner,Elon Musk,2,1,7,6,6,1,4,7,5,5,1,5,6,2,1,7,1,1,1,1,4,100,100,100,100,100,100,100,100,100,3,4,2,7,1,4,6,6,4,4,3,4,2,6,3,4,2,3,2,1,2,1,7,7,7,4,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,617,22,2,,1,,5,,2,13,5,5,homeless,impoverished,no family,10,1,,,,,,7,7,7,1,6,7,5,6,1,5,5,2,1,7,1,1,1,1,4,100,100,100,90,100,100,100,100,100,3,6,1,1,1,1,4,5,3,3,7,5,4,7,1,3,1,3,1,1,1,1,7,7,7,7,1,4,1,1,7,7,7,7,5,HighSESManipulation
100,825,19,1,,1,,5,,6,12,5,5,,,,,,CEOs of large companies,Politicians ,Donald Trump,5,1,4,3,4,4,2,7,2,5,5,4,4,2,4,4,2,1,1,2,4,100,100,100,100,100,100,100,100,100,3,4,4,3,5,3,5,5,3,5,4,5,3,5,4,3,5,3,1,1,3,2,3,5,2,5,2,4,2,2,2,4,3,4,5,LowSESManipulation
100,593,19,1,,1,,3,,5,10,6,6,A good person that was given a bad situation growing up. ,Someone that has wasted their money spending large amounts on things that do not matter. ,Someone living below their means so that they can give away money and help the less fortunate.,7,1,,,,,,6,6,6,2,2,7,4,4,2,5,5,2,1,7,1,1,1,1,4,88,88,88,98,92,88,88,88,79,3,5,3,5,3,6,2,6,4,5,4,4,4,5,3,5,3,3,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,5,HighSESManipulation
100,855,19,2,,1,,5,,6,12,3,2,,,,,,famous people,rich people,the president,1,1,5,5,5,3,5,7,5,5,2,5,5,2,2,5,5,2,3,3,4,70,85,70,85,70,70,60,60,60,3,6,,5,5,6,1,5,3,6,4,4,3,5,3,6,2,3,5,3,3,3,4,5,5,5,3,3,4,5,5,4,4,4,5,LowSESManipulation
100,433,19,2,,2,,11,,1,,2,2,little to no education,minority,come from a single-parent household,6,1,,,,,,,,,,,,,,,,,,1,7,1,1,1,1,4,100,34,100,8,50,100,72,99,100,3,2,7,2,7,7,1,1,3,7,4,6,1,1,4,7,6,3,4,2,2,2,7,7,7,6,2,4,1,2,7,7,7,5,5,HighSESManipulation
100,4835,20,1,,1,,5,,9,13,6,5,,,,,,Big Business owners ,People who own expensive and luxurious cars ,People who purchase designer close.,8,1,2,1,1,2,2,7,1,3,4,1,1,2,3,2,2,1,2,2,4,75,100,6,100,87,4,0,15,63,3,7,4,4,4,4,1,6,1,4,4,4,1,6,1,7,4,3,7,7,7,7,7,4,7,1,1,4,4,6,4,2,5,5,5,LowSESManipulation
100,184,21,1,,1,,7,,2,12,5,6,,,,,,Bill Gates,Jeff Bezos,Elon,6,1,6,6,6,6,6,7,4,4,4,4,3,2,6,6,6,3,5,3,4,95,30,88,8,89,92,30,100,100,3,3,4,4,3,4,3,4,4,4,4,3,5,4,4,4,4,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,5,LowSESManipulation
100,214,21,1,,1,,6,,4,12,5,6,CEO,inventor,famous people,5,1,,,,,,5,4,4,4,4,7,4,3,4,3,6,2,3,3,3,3,2,2,4,100,18,100,100,100,100,14,100,100,3,4,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,HighSESManipulation
100,838,20,1,,1,,5,,5,11,5,5,homeless people ,immigrants ,people with out a college education ,7,1,,,,,,6,5,5,3,6,7,3,6,3,5,4,2,1,6,3,1,1,1,4,95,95,95,95,95,95,95,75,75,3,5,6,4,6,6,4,6,4,6,3,4,2,6,2,6,2,3,1,1,2,1,7,7,7,6,1,2,1,4,7,7,5,7,5,HighSESManipulation
100,888,19,1,,1,,7,,1,12,5,6,,,,,,"Wall Street bankers, investors, hedge fund managers",Relatives of people from example 1,CEOs,3,1,3,2,1,4,1,7,1,1,1,1,1,2,2,3,1,1,1,1,4,100,100,100,100,100,100,100,100,100,3,3,4,3,5,7,1,3,1,7,2,4,1,5,1,7,3,3,1,1,1,1,7,7,7,7,1,1,1,7,7,3,5,2,5,LowSESManipulation
100,535,19,2,,1,,5,,5,12,6,5,people who don't work,people who have had unfortunate things happen in their life ,immigrants ,6,1,,,,,,6,6,6,1,5,7,5,7,1,6,6,1,1,7,3,1,1,1,4,93,65,61,58,68,90,76,82,88,3,5,2,6,5,5,2,3,2,4,4,6,2,5,2,4,6,3,1,2,5,1,7,7,7,6,1,1,1,2,7,7,7,6,5,HighSESManipulation
6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,89,20,2,,2,,13,baptist christian,4,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
53,118,20,2,,1,,3,,3,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
53,57,19,2,,1,,5,,8,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
53,68,19,2,,1,,11,,2,12,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,723,19,2,,1,,11,,2,11,5,5,,,,,,Celebrities ,Doctors/Surgeons ,Professional Athletes,6,1,7,7,7,1,7,7,6,6,1,6,2,2,1,6,1,1,1,1,4,80,70,65,65,65,100,95,90,90,3,7,4,6,4,6,1,7,3,7,2,4,1,7,1,5,1,3,5,3,5,4,4,7,6,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,397,,2,,1,,5,,5,12,3,3,Homeless,Government dependent ,Illegal immigrants ,8,1,,,,,,7,7,7,2,5,7,1,4,4,4,2,2,3,5,6,5,4,5,4,40,59,50,75,75,60,100,11,10,3,4,4,4,4,6,3,5,3,7,4,6,3,6,3,6,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,HighSESManipulation
100,1498,44,2,,1,,13,None,3,10,5,3,,,,,,Politicians ,Doctors ,Lawyers,5,1,6,6,6,1,6,7,5,4,5,3,6,2,1,6,1,1,1,1,4,100,100,100,100,100,100,100,100,100,3,3,2,4,3,4,1,5,1,5,4,3,4,5,3,4,3,3,1,1,2,1,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,907,48,2,,1,,8,,5,5,2,1,Lack of ability to obtain education,Lack of access to good medical care,Lack of high paying jobs in their area,5,1,,,,,,4,4,4,4,4,7,4,4,4,4,4,2,4,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,1,1,1,1,7,7,7,4,4,7,4,4,7,4,7,7,5,HighSESManipulation
100,386,21,2,,1,,7,,2,13,6,6,,,,,,CEOs/billionaires,powerful politicians,celebrities,3,1,7,7,7,1,7,7,7,7,1,7,7,2,1,7,1,1,1,1,4,85,40,81,30,90,100,90,100,100,3,5,3,6,2,6,2,7,6,5,1,5,4,7,4,3,1,3,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,5,LowSESManipulation
100,775,,2,,1,,1,,7,12,2,5,,,,,,Owner of Amazon,Owner of Facebook-,CEO/Owner of Tesla,2,1,7,7,7,1,7,7,6,7,2,6,6,2,1,7,1,1,2,1,4,100,100,100,100,100,100,100,100,100,3,2,4,7,2,4,1,4,4,6,4,4,4,6,4,4,4,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,1802,19,2,,1,,6,,2,12,5,6,People without a home,"People with an income of less than $10,000",People without a steady source of food,7,1,,,,,,7,7,7,1,7,7,7,7,1,7,7,2,1,7,1,1,1,1,4,81,60,80,15,80,100,35,90,90,3,6,1,6,2,7,4,3,1,4,3,7,3,2,1,3,2,3,5,1,2,1,7,7,1,6,1,5,2,3,6,6,6,4,5,HighSESManipulation
100,556,43,2,,1,,8,,6,3,2,1,unemployed,on disability,mental handicap,5,1,,,,,,6,4,5,3,5,7,5,6,3,3,5,2,3,5,5,4,3,4,4,90,90,75,90,90,75,90,50,2,3,6,6,5,4,4,3,5,4,5,4,4,4,5,4,5,4,3,1,1,4,1,6,5,5,4,3,2,3,3,5,5,5,5,5,HighSESManipulation
100,936,41,2,,1,,8,,8,12,2,2,,,,,,Those who have inherited family wealth,Those who have started a successful business and sold it for great profit. ,Those who have obtained great knowledge in college and beyond and applied it to their career. ,5,1,5,1,2,2,1,7,1,6,1,1,2,2,2,2,3,2,2,2,4,90,90,86,95,100,94,95,94,90,3,7,1,7,1,4,1,4,4,4,3,4,4,4,4,4,3,3,2,1,4,1,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,914,21,2,,5,,7,,5,10,4,6,,,,,,Jeff Bezos,Elon Musk,Bill Gates,3,1,,,,,,,,,,,,,1,7,1,1,2,1,4,100,100,100,100,100,100,100,100,100,3,1,5,7,7,5,1,4,5,7,2,6,1,7,1,7,2,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,939,39,2,,1,,11,,5,4,1,3,Drug addicts,people with parents with less than a high school diploma,people who did not have positive examples in their life,5,1,,,,,,5,5,5,3,4,7,5,5,2,5,5,2,1,1,4,1,3,1,4,70,70,70,67,67,60,70,70,63,3,3,5,5,5,6,4,4,2,4,3,5,4,5,2,4,3,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,1,7,5,HighSESManipulation
100,613,20,2,,1,,5,,8,6,5,3,,,,,,Corporations ,Politicians,Celebrities ,4,1,1,1,1,7,1,7,1,1,7,1,1,2,7,2,4,1,2,1,4,100,100,100,100,100,100,100,100,100,3,7,1,7,1,4,1,1,1,4,7,4,4,4,4,4,5,3,1,1,5,1,6,3,7,4,4,3,3,7,7,1,7,5,5,LowSESManipulation
100,669,45,2,,1,,7,,5,12,2,2,,,,,,doctors ,lawyers ,corporate leaders ,6,1,4,4,4,3,4,7,5,6,2,6,4,2,1,5,4,4,3,2,4,87,87,87,81,87,96,93,95,98,3,4,6,4,5,6,2,4,2,6,3,6,6,6,3,6,3,3,1,1,1,1,7,7,7,4,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,1437,,2,,1,,5,,5,11,4,4,,,,,,High class,Upper middle class,Middle class,7,1,2,2,2,5,4,7,2,5,4,2,2,2,3,3,6,1,2,2,4,100,100,100,100,100,100,100,100,31,3,7,5,7,4,6,1,5,3,6,3,7,1,7,1,7,1,3,1,1,2,1,7,7,7,3,1,2,2,1,7,7,5,5,5,LowSESManipulation
100,1073,20,2,,1,,11,,2,5,3,2,,,,,,Elon Musk,CEO's ,Government Official's ,4,1,7,7,7,1,4,7,6,6,2,6,6,2,1,7,1,2,1,1,4,90,50,80,40,95,90,70,100,85,3,3,2,7,3,4,6,2,4,5,7,4,3,6,4,4,2,3,2,1,1,1,7,7,6,7,7,1,1,2,7,7,7,7,5,LowSESManipulation
100,685,,1,,1,,11,,5,13,2,1,Homeless ,Jobless ,Low income ,7,1,,,,,,5,5,5,3,4,7,1,2,5,3,4,2,2,5,5,3,3,5,4,50,50,50,50,50,50,50,50,50,3,5,4,5,5,5,1,2,2,6,3,4,3,3,2,5,6,3,6,5,5,5,2,5,5,5,2,5,3,3,5,5,5,5,5,HighSESManipulation
100,449,,2,,1,,5,,5,9,6,4,,,,,,Doctors,Lawyers,Celebrities,5,1,1,2,2,1,3,7,2,5,5,2,2,2,1,6,1,2,3,1,4,100,100,100,100,100,100,100,81,82,3,6,2,6,2,6,1,7,4,7,2,5,3,6,3,6,5,3,1,1,2,1,6,7,7,2,1,6,1,3,7,7,7,5,5,LowSESManipulation
84,49,39,2,,1,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
53,351,,2,,1,,7,,5,12,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
53,415358,,2,,1,,5,,5,12,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
100,1756,42,2,,1,,5,,3,10,1,5,Homeless,Unemployed,Elderly,6,1,,,,,,6,7,7,1,6,7,6,7,1,1,5,2,1,6,1,1,1,1,4,80,80,80,80,80,80,80,80,80,3,3,5,5,5,4,4,4,5,4,4,4,4,5,5,4,4,3,2,1,2,1,6,6,5,6,1,1,1,1,7,7,7,7,5,HighSESManipulation
81,468,37,2,,1,,1,,7,12,2,2,unemployed and able to work,uneducated,low socioeconomic status,7,1,,,,,,3,1,1,4,4,7,1,3,4,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HighSESManipulation
100,661,21,2,,1,,12,,2,10,4,5,Black trans women/men,Black men/women,Indigenous individuals ,9,1,,,,,,7,7,7,1,3,7,7,7,1,7,6,6,1,4,1,2,1,2,4,100,75,100,50,100,100,75,100,100,3,6,2,6,2,4,6,4,4,4,5,4,5,4,4,3,4,3,1,1,1,7,7,7,7,7,1,1,1,1,7,7,7,7,5,HighSESManipulation
100,624,42,2,,1,,5,,3,11,1,5,,,,,,CTOs,Surgeons,Entrepreneurs,6,1,6,6,6,1,6,7,5,6,1,6,5,2,1,6,1,1,1,2,4,80,80,80,80,80,80,80,80,80,3,5,5,5,5,4,4,4,4,3,4,4,4,5,4,3,4,3,2,1,1,1,7,6,6,6,1,6,1,1,7,7,6,7,5,LowSESManipulation
6,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,976,42,2,,2,,3,,5,9,1,2,HOMELESS,JOBLESS,DISABLED,8,3,,,,,,,,,,,,,,,,,,1,6,1,1,1,2,4,100,98,99,100,100,98,99,100,61,3,1,7,1,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HighSESManipulation
81,186,45,2,,1,,7,,5,10,2,2,,,,,,lawyers,doctors,judges,3,1,4,4,4,4,4,7,5,6,,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
100,701,29,2,,4,,5,,5,5,1,1,I believe I live comfortably with my own income,My bills are paid on time ,I have food accesible to me,4,1,,,,,,,,,,,,,,,,,,7,6,4,1,4,1,4,50,50,50,50,50,50,49,50,50,3,6,4,4,4,4,4,3,1,4,7,4,4,3,1,6,7,3,4,1,1,1,3,7,4,2,1,7,5,4,3,4,5,4,5,HighSESManipulation
100,824,,2,,1,,5,,4,13,5,6,,,,,,Bill Gates,Elon Musk,Jeff Bezos,4,1,5,5,5,2,5,7,5,6,2,5,5,2,1,7,1,1,1,1,4,99,96,98,95,98,99,99,63,67,3,1,7,1,7,7,1,5,1,7,2,7,1,2,1,7,2,3,1,1,1,1,1,1,6,1,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,1326,33,2,,1,,6,,2,11,2,2,,,,,,Physicians,CEOs,Attorneys,6,1,7,7,7,1,6,7,5,5,2,5,5,2,1,7,1,1,1,1,4,100,100,100,100,100,100,100,100,100,3,4,4,4,4,6,2,4,3,4,3,5,2,4,2,4,3,3,1,1,1,1,7,7,7,7,1,7,1,2,7,7,7,6,5,LowSESManipulation
53,49,,2,,1,,5,,5,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
100,611,,1,,1,,11,,5,13,2,1,Homeless ,Poor population ,Jobless ,8,1,,,,,,5,5,5,3,5,7,1,1,5,1,3,2,3,5,5,4,4,6,4,50,50,50,50,50,50,50,50,50,3,5,4,5,4,4,1,3,2,6,3,3,3,3,2,6,6,3,5,4,4,3,6,5,5,5,3,4,3,3,5,5,5,5,5,HighSESManipulation
100,1010,42,2,,1,,5,,7,11,4,2,homeless,drug addicts,section 8 recipents,7,1,,,,,,5,2,2,3,2,7,1,2,6,1,1,2,2,5,3,1,1,1,4,90,90,90,90,90,90,90,90,90,3,6,6,6,6,6,1,6,1,6,2,4,1,6,1,6,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,6,7,7,5,HighSESManipulation
100,1852,40,2,,2,,8,,4,8,1,4,,,,,,Caucasians,Asians,Indians,8,2,,,,,,,,,,,,,1,5,1,1,1,1,4,100,100,100,100,100,50,100,0,50,3,7,7,1,7,7,1,3,1,7,7,7,1,1,1,7,1,3,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,5,LowSESManipulation
100,568,21,2,,1,,12,,2,10,4,5,,,,,,White Able Straight Men,White Able Straight Women,White Able Men,2,1,7,7,7,1,4,7,6,7,1,7,6,6,1,6,1,2,1,2,4,100,65,100,60,100,100,85,100,100,3,6,2,7,1,6,6,2,2,4,6,4,4,4,3,3,4,3,1,1,1,1,7,7,7,7,1,3,1,2,7,7,7,7,5,LowSESManipulation
100,368,19,2,,1,,6,,2,13,2,5,homeless people,orphans in foster care,extremely disabled people,5,1,,,,,,7,7,7,1,6,7,6,6,2,6,6,2,1,7,1,1,1,1,4,90,51,90,49,91,100,69,97,95,3,1,6,2,6,4,5,3,4,4,4,4,4,4,4,4,4,3,1,1,1,1,7,6,7,6,1,1,1,1,7,7,7,7,5,HighSESManipulation
100,879,45,2,,1,,8,,6,13,2,2,minorities,Working poor,Substance use disorder,6,1,,,,,,5,4,4,5,4,7,2,2,6,2,6,2,2,5,1,1,1,1,4,100,100,100,100,100,100,100,100,100,3,5,4,7,2,5,1,4,1,6,4,7,1,5,1,6,1,3,1,1,2,1,6,6,6,6,1,1,1,2,6,6,6,6,5,HighSESManipulation
100,581,20,2,,1,,11,,3,11,6,5,,,,,,The top 1% : Jeff Bezos,celebrities like Kylie Jenner ,politicians: ,6,1,6,7,6,1,5,7,5,6,1,6,6,2,1,7,1,1,2,1,4,98,80,90,65,88,98,96,95,95,3,5,2,6,1,4,5,2,5,3,3,3,5,2,4,3,5,3,1,1,1,1,6,7,7,7,1,1,1,2,7,7,7,7,5,LowSESManipulation
100,439,32,2,,1,,11,,3,7,3,5,,,,,,Jeff Bezos,Bill Gates,Elon Musk,5,1,7,7,7,1,6,7,6,7,1,7,7,2,1,7,1,1,1,1,4,95,75,95,75,95,95,80,90,90,3,2,2,3,3,4,5,5,2,4,1,3,4,5,2,2,4,3,1,2,2,1,6,7,7,7,1,1,2,2,7,7,7,7,5,LowSESManipulation
6,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,618,23,2,,1,,6,,1,12,6,2,people whom have no income ,homeless,those who can not work,5,1,,,,,,7,7,7,1,4,7,6,7,1,6,6,2,1,7,1,1,1,1,4,84,59,85,50,85,86,61,86,86,3,5,2,6,3,4,5,6,5,3,2,2,2,6,4,3,1,3,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,5,HighSESManipulation
100,212,21,1,,1,,5,,5,12,5,5,,,,,,White ,Male,Rich ,8,1,4,4,4,4,4,7,4,4,4,4,4,2,4,4,4,4,4,4,4,50,50,50,50,50,50,50,50,50,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,LowSESManipulation
100,409,50,1,,8,ADOS,12,,5,13,7,7,5,5,5,9,1,,,,,,,,,,,,,,,,,,1,7,1,1,1,1,4,100,30,72,72,51,51,73,,,3,7,7,1,7,7,1,4,1,7,4,7,1,4,1,7,4,3,6,1,1,1,7,7,7,7,1,1,7,1,7,7,7,7,5,HighSESManipulation
100,927,29,2,,4,,5,,3,5,1,1,homeless,drug addicts ,people who just got out of jail,5,1,,,,,,,,,,,,,,,,,,1,2,4,1,7,7,4,50,50,50,50,50,50,50,50,50,3,4,5,3,3,7,5,7,4,4,5,4,4,7,4,4,5,3,3,1,1,1,7,6,4,4,1,2,4,4,4,4,4,4,4,HighSESManipulation
100,605,32,2,,1,,6,,3,12,2,6,,,,,,doctors,company ceo's,ivy league graduates ,7,1,7,7,7,1,7,7,5,6,2,5,5,2,1,6,1,1,1,1,4,90,90,91,91,91,91,90,90,90,3,6,4,4,4,5,2,6,4,6,2,5,1,6,1,6,2,3,1,1,2,1,6,6,6,6,2,1,1,1,7,7,7,7,5,LowSESManipulation
100,1465,21,2,,1,,8,,3,9,2,2,minorities,poor,ill,4,1,,,,,,7,7,7,1,5,7,7,7,3,6,7,3,1,6,2,1,1,1,4,80,90,71,43,73,100,100,98,98,3,3,7,1,7,7,3,7,1,4,1,4,2,7,4,3,1,3,1,1,5,1,7,7,7,7,1,1,1,2,7,7,7,7,5,HighSESManipulation
100,477,47,2,,1,,8,,1,4,2,3,,,,,,Betsy DeVos,Bill Gates,Elon Musk,2,1,7,7,7,1,7,7,5,5,3,6,7,2,1,7,1,1,1,1,4,81,50,69,69,69,69,53,70,70,3,4,2,2,2,4,1,4,4,5,1,4,4,4,1,3,4,3,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,5,LowSESManipulation
100,549,20,2,,1,,8,,7,13,6,2,,,,,,Government ,Entrepreneurs,White men,6,1,1,4,1,6,1,7,1,1,7,2,1,2,6,1,1,6,5,4,4,100,100,100,100,100,100,100,100,100,3,5,4,4,4,4,4,4,5,5,5,5,4,3,5,5,5,4,2,4,5,4,4,4,4,4,4,4,5,3,4,4,4,6,7,LowSESManipulation
100,1189,24,2,,"1,6",,6,,4,10,4,2,Unhoused families,Multigenerational low income households,low income single parent households,5,1,,,,,,6,4,4,2,4,7,2,5,2,2,2,2,1,7,2,2,1,1,4,100,100,100,100,100,100,100,100,100,3,5,3,5,3,5,1,6,1,6,1,4,1,5,1,5,1,3,1,1,1,1,1,7,7,7,1,1,1,1,7,7,7,7,5,HighSESManipulation
100,703,22,2,,4,,5,,6,2,3,1,,,,,,Donald J Trump,Jeff Bezos ,Bernard Arnault & Family,1,1,,,,,,,,,,,,,1,7,1,1,1,2,4,100,70,100,70,100,100,100,100,70,3,4,7,4,7,7,1,3,1,7,5,7,1,2,6,6,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,3136,42,2,,1,,5,,3,10,1,5,I have a clean and safe context to live in.,I don't have to worry about my next meal.,I have enough money to pay for expected bills.,7,1,,,,,,6,6,6,2,5,7,6,6,2,6,5,2,1,6,1,1,1,5,4,80,80,80,80,80,80,80,80,80,3,5,6,5,5,4,3,5,2,3,4,5,4,5,4,5,2,3,1,1,1,1,7,6,7,7,1,1,1,1,7,7,7,7,5,HighSESManipulation
100,649,20,2,,1,,5,,1,6,3,2,,,,,,politicians ,ceos of large corporations ,a-list celebrities ,2,1,7,7,6,1,4,7,5,7,1,6,6,2,1,7,1,1,1,4,4,100,95,100,50,100,100,100,100,100,3,3,3,7,4,4,4,5,2,4,3,5,3,5,3,4,4,3,5,2,3,4,7,7,6,6,1,1,1,2,7,7,7,7,5,LowSESManipulation
100,661,42,2,,1,,5,,3,10,1,5,Homeless,Refugees,Mentally ill,8,1,,,,,,6,6,6,1,6,7,6,7,1,7,6,2,1,7,1,1,1,1,4,80,80,80,80,80,80,80,80,80,3,3,3,2,2,4,2,5,5,4,3,4,4,5,5,2,3,3,1,1,1,1,6,6,6,7,1,1,1,1,7,7,7,7,5,HighSESManipulation
100,651,20,2,,1,,5,,1,7,3,2,,,,,,large corporation CEOs,A-list celebrities,politicians,2,1,7,7,7,1,4,7,6,6,1,6,6,2,1,7,1,1,1,1,4,100,83,100,30,100,100,82,100,100,3,6,2,7,1,6,1,5,2,4,3,5,4,5,3,4,4,3,4,1,2,2,7,7,7,7,1,1,1,1,7,7,7,7,5,LowSESManipulation
100,671,22,1,,1,,8,,5,12,5,5,A person at rung number 1 will have no job and be homeless and most likely have no formal education,A person on rung number 2 may work a fast food job or something low paying,A person on number 3 may work a warehouse job or be continuing education,3,1,,,,,,7,5,5,1,7,7,1,1,1,1,1,2,2,7,2,1,1,1,4,100,75,100,70,70,100,100,72,71,3,7,1,7,1,7,1,4,4,4,4,4,4,4,1,4,4,3,7,7,1,1,7,7,7,6,1,2,2,1,7,5,7,7,7,HighSESManipulation
