StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,Q37,Q36,Q35,Q26_1,Q38,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,FL_29_DO
2021-11-29 12:59:57,2021-11-29 13:09:41,IP Address,132.235.96.1,100,584,True,2021-11-29 13:09:41,R_2RXh0sByEs9HGAM,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,Black or African American,,Catholic,,Slight Liberal,"$10,000 to $19,999",High School Diploma,High School Diploma,,,,,,Rich people,White people,people with higher education,3,A,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,29,100,97,100,96,96,95,72,C,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-29 13:12:24,2021-11-29 13:16:46,IP Address,132.235.96.1,100,262,True,2021-11-29 13:16:46,R_1IAikytJqB8ti1A,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,Black or African American,,Catholic,,Slight Liberal,"$10,000 to $19,999",High School Diploma,High School Diploma,low class people,black people,homeless people,2,A,,,,,,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,29,100,98,100,96,96,91,91,C,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-29 13:27:21,2021-11-29 13:41:11,IP Address,132.235.96.2,100,830,True,2021-11-29 13:41:12,R_2aKNPsM4l2kTQNy,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Male,,White,,Atheist,,Neutral,"$50,000 to $59,999",Less Than High School,High School Diploma,,,,,,Politicians,Media Influencers,Corporations that thrive today from early worker abuse.,4,A,Moderately Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,50,50,49,49,49,60,100,100,75,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-29 13:48:19,2021-11-29 13:54:01,IP Address,132.235.96.6,100,341,True,2021-11-29 13:54:01,R_12sbJfwVCXhdXwG,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Catholic,,Neutral,"$80,000 to $89,999",Bachelor's Degree,Some College,"Homeless ","pay check to pay check ","low income ",5,A,,,,,,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Neutral,Neutral,Slightly Oppose,Slightly Oppose,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,HighSESManipulation
2021-11-29 14:27:05,2021-11-29 14:50:03,IP Address,132.235.96.7,100,1377,True,2021-11-29 14:50:04,R_24ue8Cu2DGIa3GU,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Moderate Liberal,,Bachelor's Degree,Bachelor's Degree,The homeless,Fastfood workers,Housekeepers,5,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,94,94,94,90,94,99,92,94,90,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Neutral,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-29 14:26:17,2021-11-29 15:59:38,IP Address,132.235.96.1,100,5601,True,2021-11-29 15:59:39,R_1exHHxE97Mjt2Y6,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,25,Male,,White,,Other (Please Specify),baptist,Strong Conservative,,Less Than High School,Bachelor's Degree,,,,,,Successful entrepreneur,Real estate investor,"Inventors  ",5,A,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Moderately Disagree,Neutral,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,LowSESManipulation
2021-11-29 17:51:07,2021-11-29 18:06:35,IP Address,132.235.96.7,100,928,True,2021-11-29 18:06:36,R_2ONkmwPzOfzNX4w,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Catholic,,Strong Conservative,"$150,000 or more",Bachelor's Degree,Some College,homeless,people with no jobs,minorities,6,A,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,100,100,C,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,HighSESManipulation
2021-11-29 18:12:52,2021-11-29 18:20:36,IP Address,132.235.96.7,100,463,True,2021-11-29 18:20:37,R_2U9tzQuR0pslr00,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Neutral,"$30,000 to $39,999",Associate's Degree,Associate's Degree,,,,,,Famous people (ex. Kardashians),Political people (ex. Donald Trump),"Creators (ex. Mark Zuckerberg, created Facebook)",5,A,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Neutral,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Neutral,Slightly Disagree,Strongly Disagree,Slightly Disagree,Neutral,100,100,100,95,100,100,100,100,87,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Agree,Neutral,Neutral,Moderately Disagree,Slightly Disagree,Slightly Favor,Slightly Oppose,Slightly Oppose,Neutral,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-29 20:17:12,2021-11-29 20:24:35,IP Address,132.235.96.3,100,442,True,2021-11-29 20:24:35,R_1oiKJKj3XpbXMTB,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Protestant Christian,,Neutral,"$70,000 to $79,999",Bachelor's Degree,Less Than High School,,,,,,Bill Gates,Elon Musk,Warren Buffet,6,A,Moderately Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-29 21:29:11,2021-11-29 21:43:23,IP Address,74.133.162.33,100,851,True,2021-11-29 21:43:23,R_9pq824pQgB5Vbi1,,,,,37.8249969482421875,-87.56549835205078125,anonymous,EN,Yes,20,Male,,White,,Catholic,,Slight Conservative,"$80,000 to $89,999",Some College,Bachelor's Degree,Herion addicts,Individuals serving more than 25 years in prison,Sex-trafficked individuals,7,A,,,,,,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Disagree,Moderately Disagree,Neutral,Neutral,Neutral,80,80,75,75,80,70,75,80,70,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Neutral,Neutral,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Neutral,Neutral,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Slightly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Neutral,Somewhat Favor,Somewhat Favor,Slightly Favor,HighSESManipulation
2021-11-30 08:37:29,2021-11-30 09:13:13,IP Address,24.154.67.2,100,2143,True,2021-11-30 09:13:13,R_XL2KLaLaKyjT4f7,,,,,41.022003173828125,-80.66590118408203125,anonymous,EN,Yes,23,Female,,White,,Catholic,,Strong Liberal,"$40,000 to $49,999",High School Diploma,Bachelor's Degree,,,,,,Students at Ivy League schools,Elon Musk,Jeffery Beezos,5,A,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Neutral,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 09:26:12,2021-11-30 09:34:54,IP Address,132.235.96.1,100,521,True,2021-11-30 09:34:54,R_AukLqMGytvG4SMp,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Male,,Hispanic/Latino,,Prefer Not To Answer,,Moderate Liberal,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,"low income ","little to no education ","stuck with job that has no promotion opportunity ",8,A,,,,,,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,30,70,30,50,50,50,10,50,C,Moderately Disagree,Strongly Agree,Neutral,Strongly Agree,Moderately Agree,Strongly Disagree,Neutral,Moderately Agree,Strongly Agree,Slightly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Slightly Agree,Moderately Agree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-30 10:50:47,2021-11-30 11:04:44,IP Address,132.235.96.2,100,837,True,2021-11-30 11:04:44,R_3KPEP6FbC2AkuoA,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Catholic,,Moderate Conservative,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,,,,,,doctors,lawyers,"business ",2,A,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Neutral,Moderately Disagree,Slightly Disagree,Slightly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Neutral,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Neutral,Slightly Agree,Neutral,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Neutral,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,LowSESManipulation
2021-11-30 11:41:00,2021-11-30 11:50:05,IP Address,132.235.96.2,100,545,True,2021-11-30 11:50:05,R_0le1Ljx2xZ6Waxr,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Catholic,,Slight Liberal,"$80,000 to $89,999",Bachelor's Degree,High School Diploma,"Homeless ","Jobless ","Abandoned children/orphans ",7,A,,,,,,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Neutral,80,80,80,70,70,75,75,75,70,C,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Neutral,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-30 11:57:13,2021-11-30 12:07:08,IP Address,75.188.27.198,100,595,True,2021-11-30 12:07:08,R_3oNjyGAZd4iSGh3,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,26,Male,,White,,Atheist,,Slight Conservative,"$60,000 to $69,999",High School Diploma,Bachelor's Degree,,,,,,Property owners,College educated,Well connected,7,A,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Strongly Agree,Moderately Disagree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Neutral,50,50,45,45,48,46,50,39,50,C,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Slightly Disagree,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Slightly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Strongly Favor,Slightly Favor,Somewhat Favor,Slightly Oppose,Slightly Favor,LowSESManipulation
2021-11-30 12:07:55,2021-11-30 12:18:00,IP Address,132.235.96.6,100,604,True,2021-11-30 12:18:00,R_7R0nwtv3rne8clH,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,"White,Black or African American",,Other (Please Specify),not religious,Moderate Liberal,"$20,000 to $29,999",High School Diploma,High School Diploma,Low income families,criminals,homeless people,4,A,,,,,,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Disagree,Strongly Agree,Neutral,Slightly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-30 12:46:12,2021-11-30 12:56:13,IP Address,64.247.104.11,100,600,True,2021-11-30 12:56:13,R_1ffLK86Oww7kkBO,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Male,,White,,Agnostic,,Neutral,"$70,000 to $79,999",Bachelor's Degree,Master's Degree,,,,,,Jeff Bezos,Donald Trump,Bill Gates,5,A,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Moderately Agree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,80,80,80,75,80,80,80,80,75,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Neutral,Moderately Agree,Neutral,Slightly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Slightly Disagree,Slightly Disagree,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Slightly Oppose,Strongly Favor,Strongly Favor,Slightly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 13:06:51,2021-11-30 13:18:42,IP Address,132.235.96.9,100,710,True,2021-11-30 13:18:42,R_2dyjjuxOT9abP9z,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Agnostic,,Moderate Liberal,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,Homeless,Drug Abusers,Foster Children,6,A,,,,,,Slightly Agree,Moderately Agree,Slightly Agree,Neutral,Neutral,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,70,100,27,100,100,28,100,100,C,Neutral,Moderately Disagree,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Neutral,Neutral,Slightly Favor,Neutral,Somewhat Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Neutral,Slightly Favor,HighSESManipulation
2021-11-30 13:58:37,2021-11-30 14:07:36,IP Address,64.247.124.2,100,538,True,2021-11-30 14:07:37,R_2xIUQRGtPUz8EQ1,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,,Female,,White,,Protestant Christian,,Moderate Conservative,"$90,000 to $99,999",Bachelor's Degree,Some College,,,,,,Doctors,Politicians,Lawyers,4,A,Neutral,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Strongly Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Neutral,81,81,28,100,100,17,85,52,1,C,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Slightly Agree,Moderately Disagree,Neutral,Slightly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-11-30 14:02:07,2021-11-30 14:12:18,IP Address,132.235.96.7,100,611,True,2021-11-30 14:12:19,R_2xxhoyJiLAmFZ0t,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Catholic,,Neutral,"$150,000 or more",Bachelor's Degree,Associate's Degree,homeless people,the uneducated,orphaned children,8,A,,,,,,Slightly Agree,Neutral,Neutral,Moderately Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,99,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Slightly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Neutral,Moderately Agree,Strongly Disagree,Slightly Agree,Neutral,Slightly Disagree,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-11-30 14:12:29,2021-11-30 14:22:44,IP Address,64.247.124.1,100,614,True,2021-11-30 14:22:45,R_2VKgVUfLrQyWOmZ,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Spiritual,,Extreme Liberal,"$70,000 to $79,999",Bachelor's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",,,,,,Jeff Bezos,Mark Zuckerburg,Bill Gates,3,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,71,85,40,86,100,66,65,82,C,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Neutral,Strongly Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Favor,Slightly Favor,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Neutral,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Slightly Favor,LowSESManipulation
