StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,Q37,Q36,Q35,Q38,Q26_1,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SC0,FL_29_DO,SocialDominanceOrientation_DO,WhitePrivilegeScale_DO,WhiteGuiltScale_DO,ModernRacismScale_DO
2022-10-19 09:53:37,2022-10-19 10:05:15,IP Address,64.247.103.190,100,698,True,2022-10-19 10:05:16,R_3ew1WKHPzdXvbol,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Atheist,,Strong Liberal,"$150,000 or more","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Bachelor's Degree,Strongly Oppose,Strongly Oppose,Slightly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Working Class,People who grew up poor,"Discriminated against, ex. black, hispanic, disabled",A,6,,,,,,Strongly Agree,Moderately Agree,Slightly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,97,100,100,100,100,100,100,100,C,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Slightly Disagree,Strongly Disagree,Neutral,Slightly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Slightly Disagree,251,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-19 10:09:20,2022-10-19 10:13:53,IP Address,132.235.99.69,100,272,True,2022-10-19 10:13:53,R_s7fyXZP10qAaE6Z,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Moderate Conservative,"$70,000 to $79,999",Bachelor's Degree,Bachelor's Degree,Neutral,Neutral,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Favor,Somewhat Oppose,Neutral,Somewhat Oppose,Slightly Favor,Neutral,Neutral,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,people in poverty,homeless,neglected,A,5,,,,,,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral,Neutral,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,72,100,43,99,52,44,46,48,49,C,Strongly Agree,Neutral,Slightly Agree,Neutral,Moderately Agree,Neutral,Strongly Agree,Neutral,Slightly Agree,Moderately Agree,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,265,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-19 10:18:49,2022-10-19 10:32:35,IP Address,64.247.127.254,100,825,True,2022-10-19 10:32:35,R_1jcFM9OfQbGCSLi,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),not religious,Neutral,"$70,000 to $79,999",Bachelor's Degree,Master's Degree,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Oppose,Slightly Oppose,Slightly Favor,Slightly Oppose,Somewhat Oppose,Slightly Favor,Slightly Favor,Slightly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,,,,,,"Joe Biden ",High Class,,4,A,Moderately Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Neutral,Slightly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,249,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-19 10:24:00,2022-10-19 10:36:12,IP Address,132.235.228.50,100,732,True,2022-10-19 10:36:12,R_3kb1opnnhzR9FRI,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Spiritual,,Neutral,"$150,000 or more",Master's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Strongly Oppose,Strongly Oppose,Neutral,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Slightly Oppose,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,Strongly Oppose,"one example would be a person that does not have money. though I wasn't raised privileged, I recognize that I was able to have a home, never worry about food, etc. there are definitely people that do not have those luxuries","a good school is another examples. based on where you live in the US or in the world for that matter, there are different levels of school. though high school is high school, you may go to a really good high school and you may go to a bad one. this can affect your ability to succeed in college or what every you do after high school, affecting the rest of your life","you may grow up in a home without true parents. this is definitely hard because if you don't have a constant in your life, you may struggle with other aspects of your life and you don't get the chance to learn from your parents",A,7,,,,,,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,50,29,50,60,50,50,50,50,62,C,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Moderately Agree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Moderately Agree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Disagree,240,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-19 10:14:10,2022-10-19 10:38:56,IP Address,132.235.223.114,100,1485,True,2022-10-19 10:38:56,R_2V2CMtipgBpAx4x,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Spiritual,,Strong Liberal,"$60,000 to $69,999",High School Diploma,High School Diploma,Strongly Oppose,Slightly Oppose,Slightly Oppose,Somewhat Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,Homeless individuals,Unemployed individuals,minorities,5,A,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Neutral,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,50,100,100,100,100,100,C,Moderately Agree,Neutral,,Neutral,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Moderately Disagree,Neutral,Strongly Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Slightly Disagree,232,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-19 12:47:52,2022-10-19 12:57:31,IP Address,72.110.159.50,100,578,True,2022-10-19 12:57:31,R_sip2Voz5JRkkMBb,,,,,39.3033,-83.977,anonymous,EN,Yes,30,Female,,White,,Prefer Not To Answer,,Neutral,"$20,000 to $29,999",Less Than High School,Less Than High School,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,owners of companies,social workers,accountants,4,A,Moderately Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Agree,Neutral,100,50,100,20,100,100,100,35,40,C,Moderately Disagree,Slightly Agree,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,235,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-19 13:06:31,2022-10-19 13:13:54,IP Address,132.235.99.186,100,442,True,2022-10-19 13:13:54,R_2zIaznzJ0FuEfS0,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Agnostic,,Extreme Liberal,"$80,000 to $89,999",Bachelor's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Unemployed people,Those without a high school diploma,Homeless people,A,6,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,71,100,21,100,100,100,100,100,C,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Moderately Disagree,Neutral,Strongly Disagree,Slightly Disagree,215,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-12 13:23:03,2022-10-12 13:23:54,IP Address,64.247.87.15,31,50,False,2022-10-19 13:23:58,R_28Z3nEeAIZSYOdU,,,,,,,anonymous,EN,Yes,19,Female,,Asian/Asian American,,Protestant Christian,,Strong Conservative,"$150,000 or more",Bachelor's Degree,Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,SDO,,,
2022-10-13 14:55:09,2022-10-19 14:04:48,IP Address,74.219.123.26,100,515379,True,2022-10-19 14:04:49,R_1ItnseYeBtkuWmI,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Judaism,,Neutral,"$150,000 or more",Master's Degree,Master's Degree,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,"income ","education level ","unemployed ",A,5,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Moderately Disagree,Neutral,100,100,100,100,100,100,100,30,30,C,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Slightly Disagree,225,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-19 15:43:14,2022-10-19 15:51:01,IP Address,132.235.189.12,100,466,True,2022-10-19 15:51:01,R_4Piefqn31LICWlj,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Catholic,,Slight Conservative,"$100,000 to $149,999",Some College,Some College,Somewhat Oppose,Slightly Favor,Slightly Favor,Strongly Favor,Neutral,Strongly Favor,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Oppose,Neutral,,,,,,"Famous people (idols,Musicians,etc) ",Business men (High class men),"politicians ",4,A,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Neutral,Strongly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Neutral,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,82,13,C,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Neutral,Neutral,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Slightly Disagree,237,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-19 15:51:32,2022-10-19 15:59:09,IP Address,132.235.101.253,100,456,True,2022-10-19 15:59:09,R_3kbmZiefBWLnPFo,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Moderate Liberal,"$30,000 to $39,999",High School Diploma,High School Diploma,Slightly Oppose,Strongly Oppose,Slightly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Homeless people,People in low income areas,"War veterans ",A,5,,,,,,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,70,100,50,100,100,90,30,30,C,Neutral,Neutral,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neutral,Slightly Agree,Neutral,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,234,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-19 16:24:22,2022-10-19 16:34:09,IP Address,64.247.127.254,100,587,True,2022-10-19 16:34:10,R_2AND6h3X3PF8DPX,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Protestant Christian,,Slight Liberal,"$150,000 or more",Bachelor's Degree,Associate's Degree,Slightly Favor,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Slightly Favor,Neutral,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,,,,,,Doctors,Lawyers,Politicians,6,A,Moderately Agree,Moderately Agree,Moderately Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Neutral,81,81,81,81,81,67,76,73,73,C,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,240,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-19 19:10:03,2022-10-19 19:17:50,IP Address,132.235.85.250,100,466,True,2022-10-19 19:17:50,R_1iaiHCK4oAa1KEX,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Male,,"White,Hispanic/Latino",,Catholic,,Moderate Conservative,"$40,000 to $49,999",High School Diploma,Some College,Slightly Favor,Neutral,Somewhat Favor,Somewhat Favor,Somewhat Favor,Neutral,Neutral,Slightly Oppose,Neutral,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Slightly Oppose,Somewhat Favor,Slightly Oppose,Slightly Favor,"third world countries ","those stuck in poverty ","those who have lost their rights in society and now face the consequences of the gov/system ",A,6,,,,,,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,40,50,50,50,40,100,50,50,C,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Slightly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,222,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-20 07:43:56,2022-10-20 07:57:30,IP Address,64.247.127.254,100,813,True,2022-10-20 07:57:30,R_1eEvqYggFiMRegi,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Strong Conservative,"$60,000 to $69,999",Master's Degree,Some College,Strongly Oppose,Neutral,Slightly Oppose,Somewhat Oppose,Neutral,Slightly Favor,Somewhat Favor,Slightly Oppose,Somewhat Oppose,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Oppose,Somewhat Oppose,Slightly Oppose,Slightly Favor,,,,,,"actors ","successful business men ","famous people ",6,A,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,96,96,96,96,95,95,94,92,94,C,Moderately Agree,Neutral,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,215,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-06 20:37:20,2022-10-13 09:08:59,IP Address,132.235.226.96,94,563498,False,2022-10-20 09:09:01,R_DdvpPQHK1uHbGRH,,,,,,,anonymous,EN,Yes,20,Female,,White,,Prefer Not To Answer,,Neutral,"$20,000 to $29,999",Less Than High School,High School Diploma,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,rich,famous,"pretty ",7,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,,,,,,,,,,,,,,,,,,172,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-20 09:36:16,2022-10-20 09:43:34,IP Address,64.247.91.200,100,437,True,2022-10-20 09:43:34,R_2fWkG3TC2usX92V,,,,,39.3184,-82.1012,anonymous,EN,Yes,20,Female,,White,,Other Christian,,Neutral,"$100,000 to $149,999",Bachelor's Degree,High School Diploma,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,poor lower-class,no college degree,drop out,A,7,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,59,85,1,100,5,20,6,1,0,C,Strongly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Moderately Agree,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Agree,Neutral,Neutral,Slightly Agree,Slightly Disagree,255,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-20 09:39:58,2022-10-20 09:54:05,IP Address,64.247.127.254,100,846,True,2022-10-20 09:54:06,R_3IajaXBDKVTFoap,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),deist,Strong Liberal,"$80,000 to $89,999",High School Diploma,High School Diploma,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,people who are affluent/ have a high income,wealthy white men,children of financially successful parents,6,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,90,90,35,90,91,92,95,96,C,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Strongly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Moderately Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,248,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-20 11:03:42,2022-10-20 11:18:04,IP Address,64.247.85.41,100,862,True,2022-10-20 11:18:04,R_3NFg0Psu6yi3Ztm,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Catholic,,Slight Liberal,"$100,000 to $149,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",High School Diploma,Slightly Oppose,Strongly Oppose,Slightly Favor,Strongly Oppose,Strongly Favor,Slightly Favor,Strongly Favor,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Slightly Favor,working class,"minorities ",underclass,A,6,,,,,,Moderately Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Neutral,90,90,90,90,90,90,90,90,90,C,Moderately Agree,Slightly Agree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Slightly Disagree,Slightly Agree,Neutral,Neutral,Moderately Disagree,Slightly Agree,Moderately Disagree,Neutral,Moderately Disagree,Slightly Disagree,243,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-20 17:09:07,2022-10-20 17:20:23,IP Address,132.235.226.90,100,676,True,2022-10-20 17:20:24,R_42djVtRz63P4hHz,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Atheist,,Strong Liberal,"$70,000 to $79,999",Master's Degree,High School Diploma,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,"incarcerated individuals ",children,people without housing,A,5,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,75,100,100,75,100,100,C,Strongly Agree,Neutral,Strongly Agree,Neutral,Moderately Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,230,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-20 17:47:47,2022-10-20 17:52:43,IP Address,64.247.127.254,100,295,True,2022-10-20 17:52:43,R_1IyqMD24Pbk10lT,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Neutral,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,,,,,,rich people,people with good homes,doctors,7,A,Moderately Agree,Neutral,Slightly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,68,33,C,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Neutral,Slightly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,251,LowSESManipulation,SDO,WPS,WG,MRS
